date_1,bloc,traitement,traite,plant,haut_1_cm,nb_feuil_1,diam_1_mm,statut_1,date_2,haut_2_cm,nb_feuil_2,diam_2_mm,statut_2,date_3,haut_3_cm,nb_feuil_3,diam_3_mm,statut_3,date_4,haut_4_cm,nb_feuil_4,diam_4_mm,statut_4
2021-01-25,5,T2,Fumier poulets,plant 2,9.00,6,3.00,,2021-02-08,16.00,7,4.52,,2021-02-15,19.00,12,4.00,,2021-02-22,32.00,13,6.00,
2021-01-25,5,T2,Fumier poulets,plant 3,21.50,8,4.50,,2021-02-08,31.00,7,6.00,,2021-02-15,33.00,5,6.00,,2021-02-22,34.50,7,6.00,
2021-01-25,5,T2,Fumier poulets,plant 4,,,,Mort,2021-02-08,,,,Mort,2021-02-15,,,,Mort,2021-02-22,,,,Mort
2021-01-25,5,T2,Fumier poulets,plant 5,20.50,8,4.00,,2021-02-08,31.00,8,5.60,,2021-02-15,32.00,9,5.00,,2021-02-22,39.00,11,6.00,
2021-01-25,5,T2,Fumier poulets,plant 6,20.50,9,5.00,,2021-02-08,42.00,15,7.00,,2021-02-15,43.00,25,9.00,,2021-02-22,43.00,27,10.00,
2021-01-25,5,T2,Fumier poulets,plant 7,22.00,10,7.00,,2021-02-08,34.50,8,7.00,,2021-02-15,33.00,7,7.00,,2021-02-22,37.00,10,7.26,
2021-01-25,5,T2,Fumier poulets,plant 8,20.00,9,3.00,,2021-02-08,27.00,9,4.60,,2021-02-15,31.00,9,5.00,,2021-02-22,32.50,9,5.00,
2021-01-25,5,T3,Engrais mineral,plant 1,10.00,6,5.00,,2021-02-08,,,,Mort,2021-02-15,,,,Mort,2021-02-22,,,,Mort
2021-01-25,5,T3,Engrais mineral,plant 2,14.00,8,5.00,,2021-02-08,30.50,10,6.00,,2021-02-15,36.00,9,6.30,,2021-02-22,36.00,12,6.50,
2021-01-25,5,T3,Engrais mineral,plant 3,15.00,7,5.20,,2021-02-08,29.00,11,5.30,,2021-02-15,35.00,13,6.00,,2021-02-22,35.00,11,6.00,
2021-01-25,5,T3,Engrais mineral,plant 4,19.00,10,5.50,,2021-02-08,33.00,11,6.28,,2021-02-15,33.00,11,7.00,,2021-02-22,33.50,9,7.00,
2021-01-25,5,T3,Engrais mineral,plant 5,11.00,5,4.00,,2021-02-08,19.00,9,5.00,,2021-02-15,19.50,9,5.20,,2021-02-22,24.00,10,5.32,
2021-01-25,5,T3,Engrais mineral,plant 6,23.00,9,6.00,,2021-02-08,43.00,15,8.10,,2021-02-15,46.50,16,8.42,,2021-02-22,46.50,11,8.10,
2021-01-25,5,T3,Engrais mineral,plant 7,17.50,7,5.00,,2021-02-08,27.50,8,5.80,,2021-02-15,36.60,13,8.00,,2021-02-22,41.00,17,8.64,
2021-01-25,5,T3,Engrais mineral,plant 8,17.00,8,5.50,,2021-02-08,36.00,14,6.00,,2021-02-15,37.00,10,6.00,,2021-02-22,,,,Fletri
2021-01-25,5,T4,"50% FPorcs,50% Eng. Min.",plant 1,14.50,8,5.00,,2021-02-08,30.50,11,5.50,,2021-02-15,30.00,7,5.50,,2021-02-22,34.50,14,6.68,
2021-01-25,5,T4,"50% FPorcs,50% Eng. Min.",plant 2,20.50,9,5.30,,2021-02-08,42.50,12,6.03,,2021-02-15,35.00,14,6.10,,2021-02-22,37.00,15,6.28,
2021-01-25,5,T4,"50% FPorcs,50% Eng. Min.",plant 3,54.50,17,7.46,,2021-02-08,56.00,23,9.00,,2021-02-15,56.00,21,9.00,,2021-02-22,56.00,22,10.00,
2021-01-25,5,T4,"50% FPorcs,50% Eng. Min.",plant 4,13.00,8,3.00,,2021-02-08,26.00,11,4.00,,2021-02-15,28.00,20,5.50,,2021-02-22,30.00,17,5.50,
2021-01-25,5,T4,"50% FPorcs,50% Eng. Min.",plant 5,13.00,5,4.32,,2021-02-08,20.00,7,5.00,,2021-02-15,24.00,9,5.00,,2021-02-22,40.00,14,7.00,
2021-01-25,5,T4,"50% FPorcs,50% Eng. Min.",plant 6,18.50,8,4.20,,2021-02-08,38.50,12,6.00,,2021-02-15,42.00,10,8.44,,2021-02-22,42.00,10,8.44,
2021-01-25,5,T4,"50% FPorcs,50% Eng. Min.",plant 7,18.00,9,6.00,,2021-02-08,28.00,7,6.03,,2021-02-15,36.00,9,7.00,,2021-02-22,43.50,10,7.00,
2021-01-25,5,T4,"50% FPorcs,50% Eng. Min.",plant 8,18.00,10,3.60,,2021-02-08,36.00,12,8.28,,2021-02-15,38.50,22,10.10,,2021-02-22,39.00,23,10.10,
2021-01-25,5,T5,"50% FPoulets,50% Eng. Min.",plant 1,16.00,8,4.72,,2021-02-08,24.00,9,5.20,,2021-02-15,23.50,5,5.70,,2021-02-22,,,,Fletri
2021-01-25,5,T5,"50% FPoulets,50% Eng. Min.",plant 2,22.00,10,6.00,,2021-02-08,42.00,13,6.68,,2021-02-15,47.50,13,7.40,,2021-02-22,48.00,14,8.24,
2021-01-25,5,T5,"50% FPoulets,50% Eng. Min.",plant 3,12.50,6,5.00,,2021-02-08,18.00,6,5.70,,2021-02-15,23.50,9,6.00,,2021-02-22,25.00,9,7.00,
2021-01-25,5,T5,"50% FPoulets,50% Eng. Min.",plant 4,20.50,10,5.00,,2021-02-08,37.50,16,7.00,,2021-02-15,41.00,13,7.18,,2021-02-22,42.00,12,7.66,
2021-01-25,5,T5,"50% FPoulets,50% Eng. Min.",plant 5,22.00,9,5.00,,2021-02-08,41.00,15,6.03,,2021-02-15,46.50,12,7.00,,2021-02-22,47.00,14,6.48,
2021-01-25,5,T5,"50% FPoulets,50% Eng. Min.",plant 6,16.00,9,5.00,,2021-02-08,37.00,14,6.00,,2021-02-15,44.50,13,7.00,,2021-02-22,47.00,14,8.24,
2021-01-25,5,T5,"50% FPoulets,50% Eng. Min.",plant 7,,,,Mort,2021-02-08,,,,Mort,2021-02-15,,,,Mort,2021-02-22,,,,Mort
2021-01-25,5,T5,"50% FPoulets,50% Eng. Min.",plant 8,16.50,7,5.00,,2021-02-08,32.00,11,5.60,,2021-02-15,,,,Mort,2021-02-22,,,,Mort
